element,category,frequency_in_category,copies,tissue
891553,662,1,2,SPL
891554,644,1,11,Ileum
891555,661,1,2,SPL
891556,639,1,11,BM
891557,640,1,7,Colon
891557,641,1,4,Colon
891558,655,1,2,MLN
891559,157,1,4,ILN
891559,646,1,11,ILN
891560,646,1,11,ILN
891561,159,1,8,ILN
891561,646,1,11,ILN
891561,648,1,4,ILN
891562,655,1,11,MLN
891563,655,1,11,MLN
891564,656,1,1,MLN
891564,657,1,10,MLN
891565,657,1,11,MLN
891566,149,1,10,BM
891567,642,1,10,Colon
891568,638,1,10,BM
891569,639,1,10,BM
891570,639,1,10,BM
891571,639,2,12,BM
891572,648,1,10,ILN
891573,637,1,10,BM
891574,637,1,10,BM
891575,637,1,10,BM
891576,646,6,33,ILN
891576,647,1,9,ILN
891576,648,3,13,ILN
891576,663,1,6,SPL
891577,646,1,8,ILN
891577,648,1,2,ILN
891578,646,1,10,ILN
891579,646,1,10,ILN
891579,648,1,3,ILN
891580,646,1,10,ILN
891581,656,2,12,MLN
891582,655,1,10,MLN
891583,655,1,10,MLN
891584,657,1,10,MLN
891585,646,1,9,ILN
891586,646,1,9,ILN
891587,646,1,9,ILN
891588,650,1,9,Jejunum
891588,651,1,3,Jejunum
891589,651,1,9,Jejunum
891590,663,1,9,SPL
891591,655,1,9,MLN
891592,655,1,9,MLN
891593,148,1,8,BM
891594,173,2,3,SPL
891594,644,1,5,Ileum
891595,641,2,13,Colon
891596,646,1,3,ILN
891596,647,1,4,ILN
891596,648,1,1,ILN
891597,638,1,8,BM
891598,648,1,8,ILN
891598,656,1,6,MLN
891599,637,1,8,BM
891600,646,1,8,ILN
891601,646,3,13,ILN
891601,647,2,4,ILN
891601,648,2,6,ILN
891602,646,1,8,ILN
891603,646,1,8,ILN
891604,646,1,8,ILN
891605,649,1,8,Jejunum
891606,663,1,8,SPL
891607,663,1,8,SPL
891608,661,1,8,SPL
891609,160,1,7,Jejunum
891610,644,1,7,Ileum
891611,641,1,7,Colon
891612,639,1,7,BM
891613,639,1,7,BM
891614,639,1,7,BM
891615,158,1,2,ILN
891615,646,1,5,ILN
891615,648,1,7,ILN
891616,158,1,4,ILN
891616,640,1,7,Colon
891617,646,1,7,ILN
891618,643,1,1,Ileum
891618,646,1,6,ILN
891619,646,1,7,ILN
891620,646,1,6,ILN
891620,647,2,4,ILN
891621,649,2,6,Jejunum
891621,651,1,5,Jejunum
891622,661,1,1,SPL
891622,662,1,1,SPL
891622,663,1,5,SPL
891623,149,1,6,BM
891624,159,1,6,ILN
891625,647,1,6,ILN
891626,647,1,6,ILN
891627,638,1,6,BM
891628,637,1,6,BM
891628,663,1,3,SPL
891629,640,1,6,Colon
891630,646,1,3,ILN
891630,647,1,2,ILN
891630,662,1,1,SPL
891631,646,2,9,ILN
891632,656,1,6,MLN
891633,649,1,6,Jejunum
891634,662,1,6,SPL
891635,662,2,8,SPL
891636,662,1,6,SPL
891637,660,5,101,PBL
891638,656,1,11,MLN
891639,663,1,6,SPL
891640,657,1,2,MLN
891641,655,1,6,MLN
891642,149,1,5,BM
891643,148,1,5,BM
891644,148,1,5,BM
891645,148,2,7,BM
891646,644,1,5,Ileum
891647,645,1,5,Ileum
891648,640,2,6,Colon
891648,647,1,3,ILN
891648,648,1,2,ILN
891649,638,1,5,BM
891650,639,1,5,BM
891651,648,1,5,ILN
891652,637,1,5,BM
891653,637,1,5,BM
891654,637,1,5,BM
891655,646,1,4,ILN
891655,648,1,1,ILN
891656,646,1,5,ILN
891657,646,1,5,ILN
891658,646,1,5,ILN
891659,646,1,5,ILN
891659,648,1,3,ILN
891660,646,1,5,ILN
891661,646,1,5,ILN
891662,646,1,5,ILN
891663,646,1,5,ILN
891664,650,1,5,Jejunum
891665,650,1,5,Jejunum
891666,656,1,5,MLN
891667,656,1,5,MLN
891668,656,1,5,MLN
891669,651,1,5,Jejunum
891670,662,1,5,SPL
891671,663,1,5,SPL
891672,663,1,5,SPL
891673,655,1,5,MLN
891674,655,1,5,MLN
891675,655,1,5,MLN
891676,655,1,5,MLN
891677,657,1,5,MLN
891678,657,2,7,MLN
891679,657,1,5,MLN
891680,160,1,4,Jejunum
891681,157,1,4,ILN
891682,173,1,4,SPL
891683,644,1,4,Ileum
891684,645,1,4,Ileum
891685,647,1,4,ILN
891686,647,1,4,ILN
891687,647,1,4,ILN
891688,638,1,4,BM
891689,649,1,4,Jejunum
891689,661,1,8,SPL
891690,639,1,4,BM
891691,655,1,4,MLN
891692,648,1,4,ILN
891693,638,1,3,BM
891694,648,1,4,ILN
891695,647,1,1,ILN
891695,663,1,1,SPL
891696,648,1,4,ILN
891697,648,1,4,ILN
891698,643,1,4,Ileum
891699,637,1,4,BM
891700,644,1,2,Ileum
891700,654,1,4,Lung
891701,650,1,4,Jejunum
891702,650,1,4,Jejunum
891703,650,2,7,Jejunum
891704,651,1,4,Jejunum
891705,649,1,4,Jejunum
891706,649,1,4,Jejunum
891707,663,1,4,SPL
891708,655,1,4,MLN
891709,655,1,4,MLN
891710,655,1,4,MLN
891711,655,1,4,MLN
891712,655,1,4,MLN
891713,657,1,4,MLN
891714,656,1,2,MLN
891714,657,1,4,MLN
891715,657,1,4,MLN
891716,657,1,4,MLN
891717,160,1,3,Jejunum
891718,160,1,1,Jejunum
891718,644,1,1,Ileum
891718,645,1,1,Ileum
891718,651,1,3,Jejunum
891719,157,1,3,ILN
891720,150,1,3,BM
891721,159,1,3,ILN
891722,644,1,3,Ileum
891723,644,1,3,Ileum
891724,644,1,3,Ileum
891725,642,1,3,Colon
891726,647,1,3,ILN
891727,647,1,3,ILN
891728,647,1,3,ILN
891729,647,1,3,ILN
891730,647,2,6,ILN
891731,647,1,3,ILN
891732,648,1,3,ILN
891733,648,1,3,ILN
891734,637,1,32,BM
891735,648,1,3,ILN
891736,661,1,9,SPL
891737,648,1,3,ILN
891738,154,1,1,Ileum
891738,156,1,1,Ileum
891739,652,1,2,Lung
891740,643,1,3,Ileum
891741,637,1,3,BM
891742,637,1,3,BM
891743,640,1,3,Colon
891744,640,1,3,Colon
891745,646,1,3,ILN
891746,646,1,3,ILN
891747,646,1,3,ILN
891748,646,1,3,ILN
891749,646,1,3,ILN
891750,646,1,3,ILN
891751,646,1,3,ILN
891752,646,1,3,ILN
891753,656,1,3,MLN
891754,662,1,3,SPL
891755,662,1,3,SPL
891756,663,1,3,SPL
891757,661,1,3,SPL
891758,655,1,3,MLN
891759,149,1,2,BM
891760,149,1,2,BM
891761,149,1,2,BM
891762,148,1,2,BM
891763,657,2,39,MLN
891764,154,1,2,Ileum
891765,655,1,13,MLN
891766,655,1,9,MLN
891767,154,1,1,Ileum
891767,644,1,1,Ileum
891767,645,1,2,Ileum
891768,657,2,10,MLN
891769,646,1,4,ILN
891770,153,1,2,Colon
891771,655,1,3,MLN
891772,161,1,2,Jejunum
891773,637,1,2,BM
891774,657,1,2,MLN
891775,161,1,2,Jejunum
891776,161,1,2,Jejunum
891777,150,1,2,BM
891778,150,1,2,BM
891779,150,1,2,BM
891780,150,1,2,BM
891781,150,1,2,BM
891782,159,1,2,ILN
891783,159,1,2,ILN
891784,172,1,2,SPL
891785,173,1,2,SPL
891786,174,1,2,SPL
891787,158,1,2,ILN
891788,650,1,2,Jejunum
891789,655,1,2,MLN
891790,158,1,2,ILN
891791,644,1,2,Ileum
891792,644,1,2,Ileum
891793,641,1,2,Colon
891794,641,1,2,Colon
891795,647,1,1,ILN
891795,653,1,1,Lung
891796,647,1,2,ILN
891797,647,1,2,ILN
891798,647,1,2,ILN
891799,647,1,2,ILN
891800,639,1,3,BM
891801,647,1,2,ILN
891802,663,1,2,SPL
891803,647,1,2,ILN
891804,647,1,2,ILN
891805,647,1,2,ILN
891806,645,1,2,Ileum
891807,647,1,2,ILN
891808,647,1,2,ILN
891809,647,1,2,ILN
891810,647,1,2,ILN
891811,647,1,2,ILN
891811,648,1,2,ILN
891812,647,1,2,ILN
891813,647,1,2,ILN
891814,647,1,2,ILN
891815,639,1,2,BM
891816,638,1,2,BM
891817,638,1,2,BM
891818,639,1,2,BM
891819,648,1,2,ILN
891820,648,1,2,ILN
891821,648,1,2,ILN
891822,648,1,2,ILN
891823,648,1,2,ILN
891824,648,1,2,ILN
891825,648,1,2,ILN
891826,648,1,2,ILN
891827,648,1,2,ILN
891828,648,1,2,ILN
891829,648,1,2,ILN
891830,637,1,2,BM
891831,637,1,2,BM
891832,637,1,2,BM
891833,640,1,2,Colon
891834,646,1,2,ILN
891835,646,2,4,ILN
891836,646,1,1,ILN
891836,648,1,1,ILN
891837,646,1,2,ILN
891838,646,1,2,ILN
891839,646,1,2,ILN
891840,646,1,2,ILN
891841,652,1,2,Lung
891842,650,1,2,Jejunum
891843,656,1,2,MLN
891844,656,1,2,MLN
891845,656,1,2,MLN
891846,651,1,2,Jejunum
891847,649,1,1,Jejunum
891847,650,1,1,Jejunum
891848,649,1,2,Jejunum
891849,662,1,2,SPL
891850,663,1,2,SPL
891851,663,1,2,SPL
891852,661,1,2,SPL
891853,661,1,2,SPL
891854,661,1,2,SPL
891855,661,1,2,SPL
891856,661,1,2,SPL
891857,655,1,2,MLN
891858,655,2,53,MLN
891859,646,1,9,ILN
891859,647,1,7,ILN
891859,661,1,42,SPL
891860,655,1,2,MLN
891861,656,1,16,MLN
891862,647,1,12,ILN
891863,657,1,2,MLN
891864,655,1,5,MLN
891865,657,1,2,MLN
891866,657,1,2,MLN
891867,657,1,2,MLN
891868,157,5,213,ILN
891868,647,2,18,ILN
891868,648,1,7,ILN
891869,657,1,7,MLN
891870,655,1,51,MLN
891871,655,1,2,MLN
891872,639,1,46,BM
891873,155,1,2,Ileum
891874,638,6,136,BM
891875,663,1,28,SPL
891876,657,1,11,MLN
891877,157,1,2,ILN
891877,646,1,1,ILN
891878,646,2,62,ILN
891879,655,1,18,MLN
891880,157,1,3,ILN
891881,640,1,1,Colon
891881,642,1,2,Colon
891882,152,1,20,Colon
891883,646,2,5,ILN
891883,662,1,3,SPL
891883,663,1,14,SPL
891884,655,1,1,MLN
891884,657,2,4,MLN
891885,646,1,6,ILN
891886,662,1,2,SPL
891887,637,1,6,BM
891888,652,1,17,Lung
891888,653,1,2,Lung
891888,654,1,2,Lung
891889,649,1,4,Jejunum
891890,646,1,32,ILN
891890,647,1,4,ILN
891891,640,1,4,Colon
891892,648,1,3,ILN
891893,649,1,14,Jejunum
891894,655,1,36,MLN
891895,659,1,12,PBL
891896,655,1,25,MLN
891896,656,1,34,MLN
891896,657,1,4,MLN
891897,649,1,5,Jejunum
891897,651,1,1,Jejunum
891898,655,3,38,MLN
891899,638,1,5,BM
891900,655,1,28,MLN
891901,657,4,44,MLN
891902,640,1,5,Colon
891903,156,1,7,Ileum
891903,645,1,18,Ileum
891904,649,1,1,Jejunum
891904,650,1,2,Jejunum
891904,651,1,2,Jejunum
891905,640,1,17,Colon
891905,641,1,4,Colon
891905,642,1,3,Colon
891906,655,1,4,MLN
891906,656,1,1,MLN
891907,640,1,4,Colon
891908,644,1,17,Ileum
891909,640,1,4,Colon
891910,162,4,8,Jejunum
891910,649,1,8,Jejunum
891911,646,1,4,ILN
891912,657,1,16,MLN
891913,649,1,4,Jejunum
891914,640,2,4,Colon
891914,643,1,1,Ileum
891914,644,1,1,Ileum
891914,645,2,16,Ileum
891915,656,1,1,MLN
891915,657,1,3,MLN
891916,637,1,10,BM
891917,156,1,4,Ileum
891917,651,1,6,Jejunum
891918,645,1,3,Ileum
891919,638,1,9,BM
891920,646,1,4,ILN
891920,648,1,1,ILN
891921,645,1,2,Ileum
891922,645,1,4,Ileum
891923,642,1,2,Colon
891924,648,1,4,ILN
891925,640,1,3,Colon
891926,639,1,2,BM
891927,646,1,3,ILN
891928,638,1,2,BM
891929,655,1,3,MLN
891930,643,1,2,Ileum
891930,645,1,2,Ileum
891931,643,1,2,Ileum
891932,653,1,2,Lung
891933,643,1,1,Ileum
891933,661,1,1,SPL
891934,650,1,2,Jejunum
891935,661,1,2,SPL
891936,648,1,2,ILN
891937,649,1,4,Jejunum
891938,655,1,2,MLN
891939,648,1,2,ILN
891940,637,1,1,BM
891940,655,2,3,MLN
891941,646,1,2,ILN
891942,650,1,2,Jejunum
891943,651,1,2,Jejunum
891944,655,1,1,MLN
891944,656,1,1,MLN
891945,657,1,2,MLN
891946,657,1,2,MLN
891947,646,1,2,ILN
891948,650,1,3,Jejunum
891949,660,1,18,PBL
891950,660,1,15,PBL
891951,658,1,7,PBL
891952,639,1,3,BM
891953,642,1,1,Colon
891953,651,1,1,Jejunum
891954,642,1,5,Colon
891955,639,1,4,BM
891956,638,1,4,BM
891957,638,1,21,BM
891958,657,5,94,MLN
891959,643,1,7,Ileum
891959,644,1,5,Ileum
891959,645,1,2,Ileum
891959,649,1,4,Jejunum
891959,650,1,3,Jejunum
891960,656,3,33,MLN
891960,657,1,71,MLN
891961,640,1,1,Colon
891961,643,1,21,Ileum
891961,644,1,2,Ileum
891962,644,1,2,Ileum
891962,645,1,6,Ileum
891963,656,1,7,MLN
891963,657,3,52,MLN
891964,637,1,16,BM
891965,647,1,2,ILN
891966,641,2,12,Colon
891966,642,2,48,Colon
891967,637,1,16,BM
891968,638,2,32,BM
891969,644,1,14,Ileum
891970,661,2,28,SPL
891971,655,1,13,MLN
891972,646,1,21,ILN
891973,640,1,12,Colon
891974,656,1,20,MLN
891975,640,1,12,Colon
891976,655,1,18,MLN
891977,638,1,10,BM
891978,662,1,12,SPL
891979,656,1,10,MLN
891980,656,1,11,MLN
891981,656,1,10,MLN
891982,647,1,8,ILN
891983,646,1,2,ILN
891983,647,1,5,ILN
891983,648,1,2,ILN
891983,661,1,3,SPL
891984,159,1,4,ILN
891984,646,1,4,ILN
891985,656,2,11,MLN
891986,158,2,6,ILN
891987,661,1,8,SPL
891988,158,1,4,ILN
891989,646,1,3,ILN
891989,662,1,4,SPL
891990,638,1,4,BM
891991,639,1,6,BM
891992,646,1,5,ILN
891993,656,1,3,MLN
891994,655,1,5,MLN
891995,647,1,2,ILN
891996,646,1,4,ILN
891997,638,1,2,BM
891998,646,1,2,ILN
891998,648,2,5,ILN
891999,646,1,3,ILN
892000,661,1,3,SPL
892001,661,1,3,SPL
892002,656,1,2,MLN
892003,656,1,2,MLN
892004,663,1,2,SPL
892005,638,4,43,BM
892006,645,2,7,Ileum
892006,661,4,127,SPL
892006,662,5,87,SPL
892006,663,10,82,SPL
892007,655,1,2,MLN
892008,158,7,7,ILN
892008,159,1,1,ILN
892008,646,10,128,ILN
892008,647,5,51,ILN
892008,648,2,52,ILN
892009,158,1,2,ILN
892010,660,1,86,PBL
892011,661,1,55,SPL
892012,644,3,50,Ileum
892012,645,3,39,Ileum
892012,649,1,2,Jejunum
892013,637,1,41,BM
892014,652,2,43,Lung
892015,637,1,40,BM
892016,638,1,33,BM
892017,661,2,35,SPL
892018,639,1,30,BM
892019,651,1,30,Jejunum
892020,637,1,29,BM
892021,639,1,28,BM
892022,639,1,28,BM
892023,637,2,35,BM
892024,660,2,30,PBL
892025,657,1,28,MLN
892026,661,1,26,SPL
892027,642,1,25,Colon
892028,638,1,23,BM
892029,638,1,22,BM
892030,648,1,3,ILN
892030,652,1,19,Lung
892031,663,1,22,SPL
892032,160,1,1,Jejunum
892032,640,1,16,Colon
892032,644,1,6,Ileum
892032,645,2,25,Ileum
892032,650,1,10,Jejunum
892032,651,1,11,Jejunum
892033,655,1,10,MLN
892033,656,1,2,MLN
892033,657,1,9,MLN
892034,657,1,21,MLN
892035,657,1,21,MLN
892036,639,1,20,BM
892037,650,1,20,Jejunum
892038,647,1,2,ILN
892038,662,1,19,SPL
892038,663,2,9,SPL
892039,655,2,14,MLN
892039,657,1,8,MLN
892040,657,1,20,MLN
892041,638,2,21,BM
892042,637,2,21,BM
892042,638,1,16,BM
892043,640,1,19,Colon
892044,657,2,25,MLN
892044,661,1,19,SPL
892045,648,1,4,ILN
892045,651,1,18,Jejunum
892046,655,2,24,MLN
892046,657,1,16,MLN
892047,657,1,18,MLN
892048,657,1,18,MLN
892049,661,1,17,SPL
892050,655,1,13,MLN
892050,656,1,4,MLN
892051,657,1,17,MLN
892052,641,1,16,Colon
892053,638,1,16,BM
892054,638,2,21,BM
892055,637,1,16,BM
892056,661,1,9,SPL
892056,662,2,18,SPL
892056,663,1,2,SPL
892057,657,1,16,MLN
892058,638,1,15,BM
892059,638,1,15,BM
892060,656,1,9,MLN
892060,657,2,9,MLN
892061,655,1,15,MLN
892062,655,1,15,MLN
892063,657,1,15,MLN
892064,641,1,12,Colon
892064,644,1,4,Ileum
892064,649,1,10,Jejunum
892065,663,1,14,SPL
892066,661,2,18,SPL
892067,657,1,14,MLN
892068,642,1,13,Colon
892069,651,1,13,Jejunum
892070,655,1,13,MLN
892071,655,1,13,MLN
892072,657,1,13,MLN
892073,657,1,13,MLN
892074,657,1,13,MLN
892075,655,1,6,MLN
892075,657,1,7,MLN
892076,644,1,4,Ileum
892076,645,1,12,Ileum
892077,650,1,12,Jejunum
892078,656,1,9,MLN
892078,657,1,3,MLN
892079,663,1,12,SPL
892080,655,1,12,MLN
892081,657,2,14,MLN
892082,656,1,11,MLN
892082,657,1,6,MLN
892083,663,2,15,SPL
892084,661,1,11,SPL
892085,655,1,11,MLN
892086,657,1,11,MLN
892087,639,1,1,BM
892087,657,1,10,MLN
892088,639,1,10,BM
892089,649,2,12,Jejunum
892090,655,1,10,MLN
892091,174,1,6,SPL
892092,655,1,10,MLN
892093,657,1,10,MLN
892094,657,1,10,MLN
892095,644,1,9,Ileum
892096,643,1,9,Ileum
892097,637,1,9,BM
892098,637,1,9,BM
892099,640,1,9,Colon
892100,655,1,8,MLN
892100,656,1,9,MLN
892101,662,1,9,SPL
892102,655,1,9,MLN
892103,655,2,11,MLN
892104,657,1,9,MLN
892105,657,1,9,MLN
892106,639,2,10,BM
892107,638,1,8,BM
892108,646,1,8,ILN
892108,647,1,1,ILN
892108,648,1,5,ILN
892109,662,1,8,SPL
892110,661,1,8,SPL
892111,655,1,8,MLN
892112,655,1,8,MLN
892113,655,1,8,MLN
892114,655,1,8,MLN
892115,637,1,3,BM
892116,657,1,8,MLN
892117,657,1,8,MLN
892118,657,5,37,MLN
892119,655,1,4,MLN
892119,656,1,2,MLN
892119,657,3,13,MLN
892120,645,1,3,Ileum
892121,657,1,8,MLN
892122,656,1,2,MLN
892123,655,1,1,MLN
892123,656,1,1,MLN
892123,657,2,11,MLN
892124,657,1,8,MLN
892125,640,1,7,Colon
892126,646,1,7,ILN
892126,648,2,8,ILN
892127,646,1,7,ILN
892127,647,1,2,ILN
892128,656,1,7,MLN
892129,656,1,7,MLN
892130,158,1,2,ILN
892130,647,1,2,ILN
892130,662,1,7,SPL
892131,655,1,7,MLN
892132,655,1,7,MLN
892133,655,2,10,MLN
892134,655,1,6,MLN
892134,656,1,1,MLN
892135,657,1,7,MLN
892136,657,1,7,MLN
892137,657,1,7,MLN
892138,655,1,3,MLN
892138,656,1,5,MLN
892138,657,1,7,MLN
892139,655,1,5,MLN
892139,657,1,7,MLN
892140,643,1,6,Ileum
892141,640,1,6,Colon
892142,640,1,6,Colon
892143,640,1,6,Colon
892144,646,1,6,ILN
892145,650,1,6,Jejunum
892146,662,2,11,SPL
892147,655,1,6,MLN
892148,655,1,6,MLN
892149,655,1,6,MLN
892150,655,1,6,MLN
892151,655,1,6,MLN
892152,657,1,6,MLN
892153,647,1,5,ILN
892154,638,1,5,BM
892155,648,1,5,ILN
892156,640,1,5,Colon
892157,646,1,5,ILN
892158,646,1,2,ILN
892158,647,2,3,ILN
892159,656,1,5,MLN
892160,651,1,5,Jejunum
892161,661,3,10,SPL
892162,655,1,5,MLN
892163,655,1,5,MLN
892164,655,1,5,MLN
892165,655,1,5,MLN
892166,655,1,5,MLN
892167,655,3,9,MLN
892168,657,1,5,MLN
892169,657,1,5,MLN
892170,657,1,5,MLN
892171,647,1,4,ILN
892172,647,1,4,ILN
892172,662,1,4,SPL
892173,647,1,4,ILN
892174,643,1,4,Ileum
892175,648,1,4,ILN
892176,646,1,4,ILN
892177,646,1,4,ILN
892178,650,1,4,Jejunum
892179,656,1,4,MLN
892180,656,1,4,MLN
892181,656,1,4,MLN
892182,651,1,4,Jejunum
892183,662,2,6,SPL
892184,663,1,4,SPL
892185,655,1,4,MLN
892186,655,2,6,MLN
892187,655,2,6,MLN
892188,655,1,4,MLN
892189,655,2,7,MLN
892190,655,1,4,MLN
892191,655,1,4,MLN
892192,657,1,4,MLN
892193,657,2,6,MLN
892194,657,1,4,MLN
892195,644,1,3,Ileum
892196,645,1,3,Ileum
892197,647,1,2,ILN
892197,663,1,1,SPL
892198,647,1,3,ILN
892199,639,1,3,BM
892200,639,1,3,BM
892201,648,1,3,ILN
892202,648,2,5,ILN
892203,654,2,5,Lung
892204,646,1,3,ILN
892205,646,1,3,ILN
892206,646,1,3,ILN
892207,656,1,3,MLN
892208,656,2,6,MLN
892209,656,1,3,MLN
892210,656,2,5,MLN
892211,656,1,3,MLN
892212,656,1,3,MLN
892213,655,3,8,MLN
892214,655,1,3,MLN
892214,657,1,2,MLN
892215,655,1,3,MLN
892216,655,1,3,MLN
892217,655,1,3,MLN
892218,655,2,5,MLN
892219,655,1,3,MLN
892220,657,1,3,MLN
892221,657,1,3,MLN
892222,150,1,2,BM
892223,159,1,2,ILN
892224,642,1,2,Colon
892225,647,1,2,ILN
892226,647,1,2,ILN
892227,647,1,2,ILN
892228,647,1,2,ILN
892229,647,1,2,ILN
892230,643,1,2,Ileum
892231,648,2,4,ILN
892232,648,1,2,ILN
892233,648,1,2,ILN
892234,648,1,2,ILN
892235,648,1,2,ILN
892236,646,1,2,ILN
892237,646,1,2,ILN
892238,656,1,2,MLN
892239,656,1,2,MLN
892240,656,1,2,MLN
892241,656,1,2,MLN
892242,656,1,1,MLN
892242,657,1,1,MLN
892243,656,1,2,MLN
892244,656,1,2,MLN
892245,656,1,2,MLN
892246,656,1,2,MLN
892247,656,1,2,MLN
892248,656,1,2,MLN
892249,660,1,2,PBL
892250,649,1,2,Jejunum
892251,662,1,2,SPL
892252,663,1,2,SPL
892253,655,1,2,MLN
892254,655,1,2,MLN
892255,655,1,2,MLN
892256,655,1,2,MLN
892257,655,1,2,MLN
892258,655,1,2,MLN
892259,657,1,2,MLN
892260,657,1,2,MLN
892261,657,1,2,MLN
892262,657,1,2,MLN
892263,657,1,2,MLN
892264,657,1,2,MLN
892265,161,2,6,Jejunum
892265,166,15,389,MLN
892265,641,1,6,Colon
892265,649,3,24,Jejunum
892265,650,4,32,Jejunum
892265,651,3,38,Jejunum
892265,655,1,7,MLN
892265,661,1,8,SPL
892266,658,1,9,PBL
892267,639,1,3,BM
892268,156,1,2,Ileum
892268,643,2,48,Ileum
892269,637,1,5,BM
892270,644,1,36,Ileum
892270,649,1,7,Jejunum
892271,160,1,3,Jejunum
892271,641,1,11,Colon
892271,649,1,16,Jejunum
892271,650,3,24,Jejunum
892271,651,1,12,Jejunum
892272,657,1,4,MLN
892273,645,1,40,Ileum
892274,642,1,12,Colon
892274,644,2,8,Ileum
892274,645,1,38,Ileum
892275,639,1,2,BM
892276,642,3,44,Colon
892277,637,1,2,BM
892278,642,1,21,Colon
892278,645,1,22,Ileum
892278,647,1,3,ILN
892278,663,2,17,SPL
892279,153,2,3,Colon
892279,641,1,8,Colon
892279,642,2,31,Colon
892279,646,2,19,ILN
892279,650,1,1,Jejunum
892280,657,1,2,MLN
892281,650,1,20,Jejunum
892282,156,1,3,Ileum
892282,650,1,17,Jejunum
892283,648,1,3,ILN
892283,649,1,17,Jejunum
892284,646,1,7,ILN
892284,648,2,7,ILN
892284,651,3,24,Jejunum
892284,653,2,5,Lung
892285,656,1,4,MLN
892286,650,1,9,Jejunum
892286,661,1,4,SPL
892286,663,1,4,SPL
892287,637,1,2,BM
892288,641,1,16,Colon
892289,639,1,15,BM
892290,637,2,24,BM
892291,641,1,14,Colon
892292,639,2,25,BM
892293,650,1,14,Jejunum
892294,158,2,2,ILN
892294,649,1,1,Jejunum
892294,650,1,1,Jejunum
892294,651,1,11,Jejunum
892294,654,1,3,Lung
892295,640,1,3,Colon
892295,645,1,6,Ileum
892295,650,2,12,Jejunum
892296,655,2,8,MLN
892296,656,1,6,MLN
892297,640,1,6,Colon
892297,641,2,5,Colon
892298,651,1,11,Jejunum
892299,148,1,10,BM
892300,640,1,1,Colon
892300,642,1,2,Colon
892300,643,1,2,Ileum
892300,644,1,4,Ileum
892300,649,1,1,Jejunum
892301,639,1,9,BM
892302,638,1,9,BM
892303,650,1,9,Jejunum
892304,656,1,9,MLN
892305,159,1,8,ILN
892306,649,1,8,Jejunum
892307,663,1,8,SPL
892308,655,1,8,MLN
892309,157,1,7,ILN
892310,172,1,7,SPL
892311,644,1,7,Ileum
892312,655,2,6,MLN
892312,656,1,4,MLN
892313,663,1,7,SPL
892314,646,1,6,ILN
892314,651,1,5,Jejunum
892315,656,1,6,MLN
892316,663,1,6,SPL
892317,158,1,5,ILN
892318,647,1,5,ILN
892318,648,1,2,ILN
892319,647,1,5,ILN
892319,648,1,3,ILN
892320,656,1,5,MLN
892321,651,1,5,Jejunum
892322,663,1,5,SPL
892323,645,1,2,Ileum
892323,651,1,2,Jejunum
892324,647,1,4,ILN
892325,643,1,4,Ileum
892325,646,1,3,ILN
892325,651,1,2,Jejunum
892326,646,1,4,ILN
892327,649,1,4,Jejunum
892328,649,1,4,Jejunum
892329,166,1,3,MLN
892330,650,1,3,Jejunum
892331,656,1,3,MLN
892332,656,1,3,MLN
892333,663,1,3,SPL
892334,661,2,5,SPL
892335,655,1,3,MLN
892336,156,1,2,Ileum
892337,166,1,2,MLN
892338,644,1,2,Ileum
892338,646,1,1,ILN
892338,647,1,1,ILN
892339,648,1,2,ILN
892340,640,1,2,Colon
892341,663,1,2,SPL
892342,655,1,2,MLN
892343,655,2,26,MLN
892343,656,3,17,MLN
892343,657,5,173,MLN
892344,639,1,13,BM
892345,646,1,8,ILN
892346,155,2,12,Ileum
892346,156,7,116,Ileum
892346,645,1,81,Ileum
892346,649,2,25,Jejunum
892347,641,4,51,Colon
892347,642,4,130,Colon
892348,642,1,6,Colon
892348,645,1,1,Ileum
892349,663,1,5,SPL
892350,658,2,108,PBL
892351,655,1,4,MLN
892352,655,1,4,MLN
892353,151,1,2,Colon
892353,640,1,27,Colon
892353,642,2,87,Colon
892353,643,1,18,Ileum
892354,646,1,3,ILN
892354,648,1,3,ILN
892355,655,2,5,MLN
892356,639,2,102,BM
892357,656,1,2,MLN
892358,158,1,13,ILN
892358,173,1,2,SPL
892358,174,1,5,SPL
892358,646,6,38,ILN
892358,647,1,17,ILN
892358,648,1,10,ILN
892358,662,3,35,SPL
892359,645,4,87,Ileum
892359,650,2,24,Jejunum
892360,657,3,86,MLN
892361,638,2,81,BM
892362,156,1,22,Ileum
892362,641,1,22,Colon
892362,642,1,55,Colon
892362,644,2,21,Ileum
892362,650,1,21,Jejunum
892363,649,2,68,Jejunum
892363,650,1,8,Jejunum
892363,651,1,7,Jejunum
892364,639,2,72,BM
892365,657,1,3,MLN
892366,637,3,72,BM
892367,656,1,2,MLN
892368,652,5,66,Lung
892368,654,3,14,Lung
892368,656,1,9,MLN
892369,643,2,21,Ileum
892369,651,1,66,Jejunum
892370,656,1,11,MLN
892370,657,3,54,MLN
892371,639,1,60,BM
892372,641,1,14,Colon
892372,642,1,44,Colon
892373,657,1,56,MLN
892374,639,1,55,BM
892375,637,3,65,BM
892376,157,1,4,ILN
892376,646,1,16,ILN
892376,647,1,5,ILN
892376,661,2,33,SPL
892376,662,1,46,SPL
892377,648,1,4,ILN
892377,649,2,16,Jejunum
892377,650,1,27,Jejunum
892378,166,3,39,MLN
